Station Name,Agency Name,State Name,District,Basin Name,Sub Basin Name,Date Collection,Longitude,Latitude,k,cl,ca,hco3,mg,f,ph_gen,Level (m),,Potash,ph,Crop
Navile,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Middle,2019,76.475,13.09444444,21,36,342,51,443,35,8.45,NaN,,15,7.517097,blackgram
Naymanahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.1625,12.85888889,131,112,317,73,1238,54,9.42,NaN,,16,7.17620823,blackgram
Neerkolli,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.76,12.40583333,24.85,42,61,8.512,240,10,8.1,NaN,,22,6.593961761,blackgram
Nelaje,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.63444444,12.29777778,17.75,72,48.8,13.376,390,10.35,9.3,NaN,,19,7.143942758,blackgram
Nelligere,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.8,12.95,52,20,174,24.32,503,49.75,7.78,NaN,,21,6.690655045,blackgram
Neralakatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.79027778,13.66305556,21.3,10,54.9,1.21,160,33,8.861,NaN,,20,7.423530351,blackgram
Nimbala,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,77.39166667,17.35,149.1,48,256.2,77.824,1701,233,7.748,NaN,,17,6.578714843,blackgram
Nirna,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.31666667,17.7,82,24,89,16.94,597,72,8.6,NaN,,20,7.497469256,blackgram
Nuggehalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.47583333,13.01138889,135,40,220,66,1254,63,9.28,NaN,,22,7.775306272,blackgram
Nujje,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.34777778,15.05638889,10.65,24,61,1.21,278,26,9.25,NaN,,16,7.322555223,blackgram
Parkala,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.80722222,13.355,35.5,8,24.4,1.21,170,32,6.928,NaN,,17,7.580527339,blackgram
Parsanahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.05694444,12.92805556,75,20,134,41,815,55,9.88,NaN,,19,7.108450121,blackgram
Pathan,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.725,17.425,71,32,195.2,31.616,1096,190.8,8.023,NaN,,15,7.358974541,blackgram
Pattadakal,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.8,15.95,560.9,32,457.5,87.408,2960,369.7,8.803,NaN,,23,7.405176138,blackgram
Rabakavi,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.10833333,16.475,284,64,12.2,24.28,1629,257.8,9.509,NaN,,15,6.500144962,blackgram
Ragi Hosalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.60138889,14.52361111,21.3,20,55,1.21,373,55,8.86,NaN,,16,7.167435834,blackgram
Rajeshwar,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.05,17.80833333,39.05,36,80,13.31,479,33,8.56,NaN,,25,7.261791753,blackgram
Rameshwaranagar,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.16666667,13.03333333,85,84,427,49,911,41,8.15,NaN,,19,7.586642101,blackgram
Ranibennur A,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2019,75.56666667,14.56666667,166.85,46,176.9,64.448,980,58,8.24,6.4,,16,7.534811833,blackgram
Ravur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,77.00833333,17.075,78.1,24,207.4,26.752,1376,247.7,8.415,NaN,,19,7.251000789,blackgram
Revannur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.725,16.99166667,142,52,378.2,63.232,2200,392.3,8.194,NaN,,25,6.513620918,blackgram
Sabrikatta,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.77555556,13.51222222,42.6,6,30.5,0,230,39,7.128,NaN,,17,7.121254928,blackgram
Sadashivgad,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.12972222,14.85416667,49.7,24,147,17,534,52,7.89,NaN,,22,7.574561547,blackgram
Saigaon,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.09333333,18.08527778,64,32,134,22.99,690,52,8.48,NaN,,20,7.350869792,blackgram
Sakaleshpura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.78333333,12.95,75,116,415,27,792,47,7.48,NaN,,16,7.513151076,blackgram
Salgar,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.78333333,17.63333333,227.2,40,475.8,80.256,1805,136.3,7.828,NaN,,15,7.025607706,blackgram
Sanganhal Dw,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2019,75.98777778,15.57083333,1354,278,110,290.624,7250,547.4,7.65,NaN,,20,6.804253866,blackgram
Sangasandra,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.41111111,13.22361111,269.8,60,244,50.82,1712,231,8.57,NaN,,15,7.163043872,blackgram
Santhekatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.73472222,13.38527778,56.8,14,73.2,2.42,430,46,7.663,NaN,,15,7.338929556,blackgram
Sasargaon,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,77.21666667,17.49583333,117.15,24,85.4,46.208,1589,224.4,8.53,NaN,,21,6.621323612,blackgram
Sasthana,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.74444444,13.47722222,28.4,4,24.4,3.63,160,22,6.774,NaN,,16,6.661870999,blackgram
Satenahalli,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2019,75.31416667,14.57305556,291.1,84,286.7,93.632,1550,78,7.98,NaN,,17,7.733149554,blackgram
Savalgi2,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.33333333,16.69166667,624.8,52,207.4,167.532,2950,325.7,8.343,NaN,,15,7.402891666,blackgram
Settihalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.03333333,12.86666667,121,28,85,39,1354,57,9.16,NaN,,18,6.599147298,blackgram
Shaktinagar,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Middle,2019,77.27083333,16.27083333,255.6,60,152.5,114.116,2010,161.8,8.114,NaN,,17,7.04174124,blackgram
Shanivarasante,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.89583333,12.725,63.9,54,140.3,35.264,520,21.55,8.1,NaN,,24,7.353876754,blackgram
Shankarnarayana,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.8625,13.60416667,21.3,8,48.8,1.21,190,32,7.04,NaN,,17,7.026795359,blackgram
Sheradanahally,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.10055556,12.60944444,53,112,647,68,664,20,8.21,NaN,,20,6.814301033,blackgram
Shirhatti1,CGWB,Karnataka,Gadag,Krishna Basin,Tungabhadra Upper,2019,75.575,15.22916667,120,38,178,27.968,834,110,8.23,NaN,,25,7.42160832,blackgram
Shiroor,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.84,13.5125,21.3,4,61,1.21,210,41,7.42,NaN,,24,6.847382891,blackgram
Shivanasamudra,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,77.09972222,12.25,78.1,60,194,4.864,734,73,8.249,NaN,,22,7.191522601,blackgram
Shivapura,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,77.05305556,12.53138889,122,42,262.766,29.184,1211,125,8.15,NaN,,21,7.01285529,blackgram
Shivpur Tanda,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.63027778,16.80222222,63.9,36,225.7,59.584,856,33.3,7.994,NaN,,17,7.368318809,blackgram
Shravan Belgola,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.4875,12.85555556,85,16,195,49,894,81,9.12,NaN,,17,7.26154329,blackgram
Siddapur1,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2019,76.63333333,15.52916667,135,64,243,25.536,1123,97.75,7.19,NaN,,18,6.52669158,blackgram
Siddapura1,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.9125,13.66666667,49.7,8,42.7,3.63,300,35,7.262,NaN,,15,6.872594461,blackgram
Siddavvanadurga,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2019,76.31666667,14.35833333,468.6,16,427,41.276,2830,528.3,8.422,NaN,,16,6.874142175,blackgram
Sirsi1,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2019,74.87361111,14.625,31.95,12,82,9.68,381,43,7.75,NaN,,22,7.76061831,blackgram
Somvarpet1,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.83333333,12.6,46.15,34,55,18.24,410,15.4,7.8,NaN,,23,6.781841984,blackgram
Sona,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.63333333,16.99166667,276.9,116,170.8,72.96,2060,236.2,7.91,NaN,,21,7.326980454,blackgram
Sreenivasa Agrahara,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.71083333,12.42861111,145,14,254,25.536,1031,155,9.51,NaN,,25,7.453975408,blackgram
Srinivasapura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.35416667,12.84722222,89,8,366,158,882,32,9.2,NaN,,15,7.604110177,lentil
Srirangapatna,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.68472222,12.42083333,39.05,14,96,2.432,891,75,8.83,NaN,,22,7.728832424,lentil
Sukvarsanthe,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.80555556,12.8625,36,32,73,24,408,22,8.37,NaN,,20,7.491217102,lentil
Sulla,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2019,75.17722222,15.45138889,280,156,248,46.208,1576,112,7.98,NaN,,17,6.633864582,lentil
Sunkatti,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2019,74.84638889,14.30333333,14.2,30,86,2.42,306,15,7.54,NaN,,16,7.324863481,lentil
Suntikoppa,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.82361111,12.44861111,85.2,50,122,21.888,380,14.35,8.2,NaN,,18,6.410441476,lentil
Tadagavadi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.83,12.44111111,195,26,224.412,38.912,2014,169,8.23,NaN,,18,7.836719564,lentil
Talakal,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2019,76.01861111,15.3775,890,136,150,141.056,5472,586.5,7.46,NaN,,21,6.139215944,lentil
Thekkatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.70194444,13.55333333,35.5,6,36.6,1.21,210,36,9.622,NaN,,20,6.590571088,lentil
Tirumala Sagara Chatra,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.67138889,12.54861111,52,126,24.32,0.98,75,8.15,8.15,NaN,,17,7.286049978,lentil
Titimathi,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.92916667,12.25833333,74,178,32.832,0.0883655,13.8,8.13,8.13,NaN,,20,6.058306161,lentil
Trasi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.65277778,13.68916667,6,36.6,1.21,0.155963,27,7.356,7.356,NaN,,22,6.658605362,lentil
T.Settigere,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.97222222,12.03416667,78,161,10.944,0.254701,10.65,8.5,8.5,NaN,,23,7.299360767,lentil
Tumminkatti,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2019,75.23333333,15.01666667,36,164.7,64.448,1.58,45,7.76,7.76,NaN,,24,7.815210661,lentil
Tyagli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.87444444,14.48277778,12,79.3,2.42,0.39,40,9.2,9.2,NaN,,15,5.925391795,lentil
Uchila,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.75277778,13.19222222,12,18.3,3.63,0.53211,78,5.934,5.934,NaN,,17,6.403683619,lentil
Udupi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.75,13.33333333,8,30.5,2.42,0.293578,22,7.109,7.109,NaN,,22,7.397546271,lentil
Ukinal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.63333333,16.75833333,20,298.9,57.152,1.62,156.4,8.431,8.431,NaN,,24,7.722335992,lentil
Unchalli,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2019,74.90611111,14.57805556,16,61,2.42,0.31,50,9.52,9.52,NaN,,22,7.475926645,lentil
Uplai,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.85,17.425,64,146.4,89.984,0.49,111.6,8.07,8.07,NaN,,18,6.887130053,lentil
Upparpet,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,77.99166667,13.4,30,91.5,21.78,0.58,21,8.46,8.46,NaN,,16,7.441976825,lentil
Uttaballi,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2019,77.075,12.14722222,54,273,22.99,0.19,211,9.72,9.72,NaN,,24,7.629910253,lentil
Vadagere,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Ponnaiyar and other,2019,78.09638889,13.0475,52,283,59.29,1.3,402,9.27,9.27,NaN,,20,7.336117221,lentil
Vadageri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,75.04861111,14.875,18,77,3.63,0.35,63,8.59,8.59,NaN,,21,6.75020529,lentil
Vaddarahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.06111111,12.80555556,36,24,29,1.35,64,9.57,9.57,NaN,,21,7.52178027,lentil
Vajjal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2019,76.54722222,16.47666667,90,183,34.048,1.65,183.5,7.582,7.582,NaN,,22,6.347379185,lentil
Vandatte,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.725,14.36666667,18,123,2.42,0.35,74,9.15,9.15,NaN,,18,7.135251532,lentil
Vandse,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.7625,13.70833333,8,63,1.21,1.14679,36,7.918,7.918,NaN,,15,7.670178119,lentil
Vastre,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.67333333,13.84833333,10,54.9,2.42,0.119266,29,7.308,7.308,NaN,,20,7.399749291,lentil
Viruppapur,CGWB,Karnataka,Gadag,Krishna Basin,Tungabhadra Upper,2019,75.83,15.14333333,64,310,14.592,2.53333,98,8.17,8.17,NaN,,24,7.841496029,lentil
Watgal,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2019,76.75666667,16.10472222,60,213.5,167.532,0.57,507.8,8.22,8.22,NaN,,22,6.254216611,lentil
Yaliyur,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.83055556,12.50833333,24,230,9.728,1.76,126,8.11,8.11,NaN,,16,6.868881708,lentil
Yarandagi,CGWB,Karnataka,Bidar,Krishna Basin,Bhima Lower,2019,76.93305556,17.78722222,30,152,22.99,1,68,8.25,8.25,NaN,,23,7.320514721,lentil
Yekkambi,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2019,74.93333333,14.68333333,30,67.1,6.05,0.44,10,7.88,7.88,NaN,,18,6.296976913,lentil
Yellapur1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.73333333,14.96666667,22,0.37,175,711,NaN,NaN,8.98,NaN,,25,7.241151936,lentil
Agadalu,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.77666667,13.19194444,16,64,156,537,41,1.48,8.71,5.55,,23,7.685959305,lentil
Ahmedpur,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2020,76.27638889,13.49222222,1.05,24.815,12,189.1,13.365,0.39,6.43,NaN,,15,6.890760124,lentil
Ainapur1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,77.225,17.60833333,16.2,85.2,20,146.4,41.344,0.75,8.534,3.8,,21,6.155915975,lentil
Airodi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.71111111,13.45583333,6,18,14,48.8,2.42,0.458716,7.523,5.59,,15,6.167855382,lentil
Alagur,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.34861111,16.57222222,48.4,1448.4,216,97.6,233.088,3.62,8.53,5.47,,25,6.861640036,lentil
Alakod,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.49444444,14.31666667,2.8,28,12,129,7.26,0.44,8.05,4.84,,19,6.978361689,lentil
Alur1,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.98333333,12.96666667,11,78,44,85,53,1.27,9.47,NaN,,19,7.043160241,lentil
Alur2,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.62222222,16.88611111,2.2,56.8,40,274.5,49.856,2.17,7.835,NaN,,19,5.94239222,lentil
Amdalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.25,14.78333333,5,56.8,16,130,14.52,0.58,8.13,NaN,,19,7.239455147,lentil
Amingad,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.94166667,16.05416667,2.8,568,24,152.5,128.684,2.48,9.03,NaN,,16,6.516317561,lentil
Ammatti,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.86666667,12.24166667,2.01,49.7,32,229,42.56,0.124751,7.2,6.47,,17,6.233269045,lentil
Amminalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.80833333,14.3875,0,17.75,24,61,6.05,0.45,9.09,NaN,,15,7.505283615,lentil
Ampaaru,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.82111111,13.64722222,2.5,16,2,18.3,2.42,0,7.213,NaN,,17,6.950300686,lentil
Anchedoddi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,77.07722222,12.39527778,5.52,223.65,34,280,40.128,0.76,8.02,4.01,,15,6.958054839,lentil
Anemall,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.76833333,12.9325,4,32,64,140,7,1.54,8.2,NaN,,16,6.54803469,lentil
Angondanahalli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.36,13.07,33,183,38,189.1,13.31,1.35,8.45,9.98,,25,6.461618577,lentil
Ankadakatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.69416667,13.60416667,4.7,14.2,4,24.4,2.42,0.247706,7.455,NaN,,23,7.065264073,lentil
Ankola1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.3,14.66666667,9,56.8,22,103.7,20.57,0.27,7.82,NaN,,23,6.765091462,lentil
Ankusha Doddy,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2020,76.61222222,16.03444444,9.4,525.4,92,359.9,177.244,4,8.328,3.64,,22,5.91645379,lentil
Anshi,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.38333333,14.9875,1.2,15,18,82,7.26,0.37,8.71,NaN,,18,6.711341147,lentil
Antarvalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.45944444,14.47111111,0.4,33,16,114,2.42,0.37,8.46,NaN,,20,6.379881442,lentil
Arabi Kottanuru,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.0425,13.12111111,0,24.85,16,85.4,8.47,0.22,8.09,NaN,,22,6.313284268,lentil
Arakere1,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.8,12.41666667,19.94,88.75,10,257,20.672,0.96,9.54,NaN,,17,7.393210848,lentil
Ardi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.97444444,13.51805556,2.9,28.4,4,54.9,2.42,0.0825688,7.405,NaN,,24,7.504930973,lentil
Arehalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.81138889,13.05361111,26.7,504.1,58,292.8,81.338,1.25,8.258,NaN,,17,7.198076286,lentil
Areshirur,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.74416667,13.83194444,2,14.2,4,27,1.21,0.100917,7.22,NaN,,22,7.007037515,lentil
Arge Karwar,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.1625,14.76916667,0,15,16,77,8,0.66,7.66,NaN,,19,6.677262562,lentil
AsoduKalavara,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.73916667,13.58944444,5,28.4,4,61,3.63,0.247706,7.908,NaN,,18,6.74398035,lentil
Avani,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.32694444,13.10666667,0,46.15,22,80,14.52,0.75,8.39,NaN,,16,6.547361618,lentil
Ayyangeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.5775,12.3525,1.45,17.75,68,36.6,10.944,0.43,8.5,NaN,,21,6.551577598,lentil
Baaguru,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,76.375,13.025,38,163,20,49,53,1.32,9.2,NaN,,23,6.585020303,lentil
Badagandi,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.64166667,16.35,86.6,291.1,28,439.2,58.272,2.76,8.751,NaN,,20,6.924042372,lentil
Badal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.60555556,14.425,2,14.2,18,102,9.68,0.42,9.41,NaN,,21,7.437373666,lentil
Badami1,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.67777778,15.91666667,8.25,63.9,24,67.1,7.284,0.76,8.797,NaN,,19,7.142611056,lentil
Badamikatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.90416667,13.32916667,2.5,14.2,2,24.4,1.21,0.0825688,7.68,NaN,,16,7.74672376,lentil
Baindur 1,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.67583333,13.80472222,136,1505.2,94,268.4,94.38,0.908257,8.342,NaN,,22,6.300479414,lentil
Bairakur,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2020,78.48916667,13.23694444,26,261,90,317.2,39.93,1.88,8.66,NaN,,16,6.078724107,lentil
Balasinda,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Middle,2020,76.59527778,12.96472222,25,142,48,305,90,1.26,9.4,NaN,,22,6.76660668,lentil
Baligatta,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.63722222,12.74861111,16.45,145,10,126,17.024,0.36,8.71,NaN,,19,7.641024177,lentil
Ballamavathu,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,75.88111111,12.17166667,1.45,35.5,62,67.1,18.24,0.42,9.7,NaN,,17,6.559681838,lentil
Banavasi,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2020,75.01888889,14.53416667,32,28.4,34,79.3,7.26,0.4,8.36,NaN,,21,7.072923306,lentil
Bandal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.66666667,14.53333333,2.8,17.75,20,51,1.21,0.45,8.36,NaN,,17,7.732194788,lentil
Bandi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2020,76.05833333,15.73333333,3,187,22,276,20.672,1.14,8.23,4.49,,18,6.157782589,lentil
Banhatti,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2020,75.13194444,16.47916667,5.45,227.2,116,91.5,36.42,1.35,7.976,NaN,,17,7.240988401,lentil
Bantkal,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.79555556,13.25194444,2.1,35.5,2,18.3,1.21,0.183486,8.055,NaN,,22,6.898905799,lentil
Basavanahalli A,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.85,12.25,1.83,28.4,102,240,24.32,0.36,8.2,NaN,,24,6.818681086,lentil
Basavanapura,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,76.99166667,12.56666667,2.75,187,26,320,35.264,0.48,8.26,NaN,,17,6.261937875,lentil
Battarga,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2020,76.5625,17.38333333,18.1,418.9,120,353.8,231,0.78,8.128,NaN,,15,6.493036868,lentil
Belekeri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2020,74.26666667,14.725,4.4,24.85,6,122,12.1,0.39,7.73,NaN,,20,7.042474679,lentil
Belur1,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2020,75.88333333,13.16666667,22,46,104,366,32,1.42,8.93,NaN,,16,7.692013657,lentil
Beluru,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2020,75.92861111,12.57194444,1.2,31.95,34,51,17.024,0.16,8,NaN,,21,6.250994223,lentil
Bharati Nagar,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2020,77.03472222,12.4675,1.66,240,40,493,51.072,0.78,8.26,NaN,,16,6.052184881,lentil
Bhatkal1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2020,74.55,13.98333333,2.8,42.6,8,103.7,14.52,0.59,8.08,NaN,,22,7.002216044,lentil
